Page,Bridge,Type,Year_Built,Year_Demolished,Latitude,Longitude,River_Name,Photo_Path,Image_Source,Notes
18,Second Point Bridge,Through Truss,1927,1970,40.440254,-80.013322,Monongahela,Photos/Point/Point_1927.jpg,Allegheny County Department of Public Works,"In 1924, the first Point Bridge over the Monongahela River was closed to traffic, due to deterioration. After much public pressure, the bridge was replaced by a larger structure, completed in 1927. The city’s art commission mandated a design complementary to the Manchester Bridge to create a more unified appearance at the Point. The bridge needed a long span over the river, and its approaches had to tie into existing infrastructure. Engineers and architects devised a unique cantilever truss design for the Point Bridge, with the road deck hung below the trusses. This allowed the long span over the river to have the gently curved top mandated by the city’s art commission. The architectural journal of the time, the Charette, compared the design to the Pitt Panther. The bridge was demolished in 1970 as part the Renaissance I urban renewal project that included the creation of Point State Park."
44,Second Sharpsburg Bridge,Through Truss,1900,1962,40.491022,-79.93802,Allegheny,Photos/Allegheny/Sharpsburg_1900.jpg,Carnegie Library of Pittsburgh,"An 1856 wooden covered bridge was replaced by the higher Sharpsburg Bridge (pictured) in 1899-1900. The bridge had a 366-foot Pennsylvania truss main span, a 226-foot Parker truss side span, and deck truss and girder approaches. Unable to handle increasing traffic, the Sharpsburg Bridge was replaced beginning in 1960. The new truss bridge was constructed by the American Bridge Company."
26,Second Sixth Street (St. Clair Street) Bridge,Suspension,1859,1892,40.4456,-80.00336,Allegheny,Photos/Allegheny/Sixth_Street_1859.jpg,Carnegie Library of Pittsburgh,"Pittsburgh's first bridge over the Allegheny River, an 1819 covered bridge, was replaced by John Roebling’s 1859 suspension bridge. The bridge company’s director, John Harper, believed that replacing the aging bridge with an attractive Roebling bridge would be more appealing and increase revenue. He was right."
56,Second Tenth Street Bridge,Through Truss,1904,1931,40.4326,-79.98926,Monongahela,Photos/Monongahela/Tenth_Street_1904.jpg,Carnegie Library of Pittsburgh,"An 1861 covered bridge at present-day Tenth Street was Pittsburgh’s second Monongahela River crossing. It was replaced by a steel truss bridge (pictured) in 1904. The bridge had a Pennsylvania truss main span flanked by a Parker truss to the north and Pratt trusses to the south. The bridge was designed by the Pittsburgh Department of Public Works and constructed by the American Bridge Company.

The Allegheny Department of Public Works anticipated increased traffic along Tenth Street, due to the 1927 opening of the Armstrong Tunnel and the 1935 opening of lower Mount Washington (McArdle) Roadway. The county decided to replace the Monongahela bridge between the tunnel and roadway. The 1904 bridge was demolished in 1931, and a new suspension bridge was completed in 1933."
39,Second West Penn (Herr's Island) Railroad Bridge,Through Truss,1903,,40.460266,-79.981692,Allegheny,Photos/Allegheny/Herrs_Island_Railroad_1903.jpg,"Bruce Cridlebaugh, pghbridges.com","Stockyards were constructed on Herr’s Island beginning in 1885. The West Penn Railroad extended a spur to the island in 1890. The Pennsylvania Railroad acquired West Penn in 1903, consolidated its East Liberty stockyards on the island, and replaced the bridge with a Pratt truss. Abandoned in 1965, the bridge was rehabilitated and reopened for pedestrians in 1999."
49,Smithfield Street Bridge,Through Truss,1883,,40.435,-80.00204,Monongahela,Photos/Monongahela/Smithfield_Street_1883.jpg,Todd Wilson,"The Monongahela Bridge Company authorized construction of a new suspension bridge with
longer spans in 1880 to replace Roebling’s 1846 bridge. The severe winter of 1880–1881 halted pier construction. The company was reorganized, and the new management hired Gustav Lindenthal to design a truss bridge using the unfinished piers. The lenticular truss design was chosen, because the bridge company hoped to expand the bridge to carry rail traffic. Lenticular trusses used less material than other trusses and were thought to have a pleasing appearance appropriate for an urban setting.

The Smithfield Street Bridge opened in 1883 and was a landmark from the start. Engineer Gustav Lindenthal became known for designing unconventional bridges that bucked trends with aesthetically pleasing structural forms influenced by his appreciation of art. Most early 1880s bridges were made from wrought iron, but Lindenthal specified that the highest quality open-hearth steel be used. The bridge is the longest-spanning lenticular truss in the United States and is a National Historic Landmark. Lindenthal went on to design other noted bridges, including New York’s Hell Gate and Queensboro Bridges. In 1902, he became New York’s commissioner of bridges.

The Smithfield Street Bridge has been widened, altered, and modernized several times and has served streetcar and vehicular traffic."
56,Tenth Street Bridge,Suspension,1933,,40.4326,-79.98926,Monongahela,Photos/Monongahela/Tenth_Street_1933.jpg,Todd Wilson,"The 1933 Tenth Street Bridge was the first cable suspension bridge built in Pittsburgh since the city’s Roebling-designed bridges of the mid-1800s. The city’s art commission advocated the suspension design. The bridge, designed by George Richardson, has a main span of 725 feet, the longest over the Monongahela River. In 2007, the bridge was renamed the Phillip Murray Bridge, for the United Steelworkers Union’s first president."
40,Third Herr's Island (30th Street) Bridge,Through Truss,1939,1986,40.463968,-79.979174,Allegheny,Photos/Allegheny/Herrs_Island_Back_Channel_1939.jpg,Pittsburgh Department of Public Works,"Built with Federal Emergency Administration of Public Works funding and designed by the Pittsburgh Department of Public Works, the new Herr’s Island (Thirtieth Street) Bridge opened in 1939. The Eichleay Engineering Corp. built it beside the previous bridge and slid it into place. The main span was a Parker truss. It was replaced by a steel-girder bridge in 1986, when the island was redeveloped."
26,Third Sixth Street Bridge,Through Truss,1892,1927,40.4456,-80.00336,Allegheny,Photos/Allegheny/Sixth_Street_1893.jpg,Carnegie Library of Pittsburgh,"By the 1890s, Roebling’s Sixth Street Bridge was unable to safely carry the heavier electric streetcars. The Allegheny River Bridge Company held a design competition to replace the Roebling bridge. Primary criteria were aesthetics and strength. An inverted-arch design was initially chosen, but it was later changed to a two-span Pennsylvania truss. Famed engineer Theodore Cooper designed the new bridge, fabricated by the Union Bridge Company. The new bridge was build next to Roebling's suspension bridge, allowing the old bridge to remain open during construction. Construction took 95 days.

In 1917, the secretary of war mandated the replacement of low Allegheny River bridges, including the 1893 Sixth Street Bridge. The bridge was dismantled in 1927 onto barges and floated along the river to be reused over the Ohio River to connect Coraopolis and Neville Island. The bridge lasted there until 1994."
14,Union Bridge,Wooden Covered Truss,1875,1907,40.443668,-80.013216,Allegheny,Photos/Point/Union_1875.jpg,Carnegie Library of Pittsburgh,"The first span to be constructed at the Point was the Union Bridge. It connected Allegheny City (now Pittsburgh’s North Side) with the tip of the Point. The 1875 bridge was the last wooden covered river bridge built in Pittsburgh. It had grand Italianate, neo-Renaissance portals with simulated stonework. The bridge was a hindrance to navigation on the Allegheny River, as its clearance dropped to as little as seven feet when the water was high. A petition to the secretary of war in 1902 resulted in the bridge being declared an obstruction to navigation. On appeal, the Supreme Court ruled the bridge had to be raised or razed. The bridge was demolished in 1907. "
37,Veterans Memorial Bridge,Steel Girder,1989,,40.449806,-79.993294,Allegheny,Photos/Allegheny/Veterans_1989.jpg,Todd Wilson,"First envisioned in the 1930s, Crosstown Boulevard (I-579) was designed and constructed in the 1950s and 1960s to connect the Liberty Bridge to the planned East Street Valley Expressway. Work began in 1984, and the Veterans Memorial Bridge opened in 1989. The bridge is Pittsburgh’s only major steel-girder river crossing."
48,Wabash Bridge,Through Truss,1904,1948,40.437426,-80.007102,Monongahela,Photos/Monongahela/Wabash_1904.jpg,Pittsburgh Department of Public Works,"The 1904 Wabash Bridge was an early long-span cantilever bridge, constructed for the Wabash Pittsburgh Terminal Railway, which went bankrupt in 1908. Rail traffic continued on the bridge until 1946, when a massive fire destroyed its rail facilities in Pittsburgh. The bridge was demolished in 1948. Its piers and adjoining Mount Washington Tunnel remain."
,Walker's Bridge,Through Truss,1903,1983,40.467,-79.977,Allegheny,,,"Walker's Bridge was a privately owned span over the Allegheny River's back channel connecting to the stockyards, slaughterhouses, and other businesses on Herr's Island. The bridge was demolished in the 1980s the island was redeveloped."
43,Washington's Crossing Bridge,Arch,1924,,40.4728,-79.9686,Allegheny,Photos/Allegheny/Washington_Crossing_1924.jpg,Todd Wilson,"The Washington Crossing Bridge opened in 1924, 171 years to the day George Washington crossed the Allegheny River nearby. It was built three blocks downstream from the previous bridge, at higher ground, permitting the deck-arch design favored by the art commission and eliminating at-grade railroad crossings. Embellishments included obelisks, escutcheons concealing hinges, and railings with seals of Allegheny County and America’s original colonies."
66,West End Bridge,Arch,1932,,40.44645,-80.02689,Ohio,Photos/Ohio/West_End_1932.jpg,Todd Wilson,"Through the 1920s, Pittsburgh had no vehicular bridges over the Ohio River. In 1912, businessman
Henry Tranter began campaigning for a bridge connecting Pittsburgh’s North Side with Saw Mill
Run Valley and the West End. After years of advocacy, funding was authorized in 1928, and the West End Bridge was completed in 1932. The 788-foot tied arch was the longest in America upon completion and was one of the first to use high-strength silicon steel."
